"CNTR_CODE","CNTR_NAME","CNTR_CODE_iso2","CNTR_CODE_iso3","CNTR_CODE_Eurostat","NUTS2","NAME","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"EL","Greece","GR","GRC","EL","EL64","Στερεά Ελλάδα",2915.5115210386,2743.86770885225,9379.09315435686,1237.80539766844,38692.766765419,1172.03530877002
"EL","Greece","GR","GRC","EL","EL65","Πελοπόννησος",3544.80087692619,1594.85140596035,6065.53636243417,1342.05878716182,37239.2453301676,1064.99021396466
"EL","Greece","GR","GRC","EL","EL61","Θεσσαλία",4503.87144245054,1165.58767448422,5129.27549817747,1695.12815776439,43983.2909222241,1211.8696939415
"EL","Greece","GR","GRC","EL","EL62","Ιόνια Νησιά",546.356233043607,106.574021216979,935.496122189814,684.679702342729,15508.2560673114,390.936347858324
"EL","Greece","GR","GRC","EL","EL63","Δυτική Ελλάδα",3417.2432012431,825.192500119634,3916.54387483647,1517.39649362309,38128.8309290701,1030.53875346497
"EL","Greece","GR","GRC","EL","EL54","Ήπειρος",1520.91929527015,372.070244967325,1853.94279455942,786.13142843542,19369.0630719239,517.10383930978
"ES","Spain","ES","ESP","ES","ES11","Galicia",11098.3801291136,2854.1164289715,81355.0347624027,12077.3152936152,271795.476107232,14247.7583670085
"ES","Spain","ES","ESP","ES","ES12","Principado de Asturias",1143.41573741624,1151.18229408643,31819.7528237323,4505.20195617576,99834.7246110641,5176.58766644485
"ES","Spain","ES","ESP","ES","ES13","Cantabria",568.776708861899,724.761897138772,19648.6354733715,2674.00177306439,59584.028445023,3101.73295966159
"ES","Spain","ES","ESP","ES","ES21","País Vasco",1558.34227395417,4279.53242573815,110417.858660812,13415.6992564413,304361.453667191,16044.4099424548
"ES","Spain","ES","ESP","ES","ES22","Comunidad Foral de Navarra",2406.29562621905,1547.24541152895,36671.1022586,3420.63976337306,83815.7381087282,4643.83394863887
"ES","Spain","ES","ESP","ES","ES23","La Rioja",1703.98845714486,560.489774754086,13880.3318871517,1480.02233883024,35704.9853389789,1959.4259145943
"ES","Spain","ES","ESP","ES","ES24","Aragón",7611.06309539773,2059.40981317894,54181.8198151276,6779.90584609896,158294.067551858,8507.04264706531
"ES","Spain","ES","ESP","ES","ES51","Cataluña",8413.68542873755,10837.2548701793,306588.674869763,45477.773410612,997372.991217685,51328.5302297361
"ES","Spain","ES","ESP","ES","ES52","Comunitat Valenciana",7347.52808723109,5292.58272594793,149721.875296531,22147.893385272,488502.36624136,25244.4294332511
"ES","Spain","ES","ESP","ES","ES53","Illes Balears",546.603334992616,420.110230521666,23384.7651976965,6698.74240977722,134519.96179656,6457.6336070736
"ES","Spain","ES","ESP","ES","ES61","Andalucía",31840.5871228442,4705.47906889752,165231.38104303,33024.925983877,713251.26793028,36292.8159081806
"ES","Spain","ES","ESP","ES","ES62","Región de Murcia",5754.97310200052,1473.57891038066,41641.4451030901,6079.50557716842,137323.871923776,7217.18666447429
"ES","Spain","ES","ESP","ES","ES63","Ciudad de Ceuta",48.6287832129746,10.989867701961,607.374255289722,160.900575712141,3792.33045135084,181.571111045904
"ES","Spain","ES","ESP","ES","ES64","Ciudad de Melilla",100.102576133602,22.6226937144552,1250.28272587967,331.214582516381,7806.52985018221,373.764975519395
"ES","Spain","ES","ESP","ES","ES70","Canarias",1985.53305484786,448.720781169502,24799.3385987001,6569.63613959536,154842.399265589,7413.62252903144
"ES","Spain","ES","ESP","ES","ES43","Extremadura",5498.60373278074,700.393225416171,22603.4547239438,4046.66660761256,89934.1274637046,4672.90679813421
"ES","Spain","ES","ESP","ES","ES30","Comunidad de Madrid",507.568543701706,6074.77473772875,232914.576090339,51797.1402128491,1065577.35286698,52195.5155165278
"ES","Spain","ES","ESP","ES","ES41","Castilla y León",9087.98363580438,2973.58593362217,81271.2822442994,11129.3044303451,252994.513576293,13354.9124860717
"ES","Spain","ES","ESP","ES","ES42","Castilla-La Mancha",11633.2567164396,2078.0713880157,56571.7679208011,7584.78668911599,177336.710262647,9539.27425749942
"FI","Finland","FI","FIN","FI","FI19","Länsi-Suomi",8768.52117569585,3005.30013602057,30183.0223624315,7574.18792294601,138631.248224033,2293.08499570644
"FI","Finland","FI","FIN","FI","FI20","Åland",136.543641187174,27.9666243433721,356.532459409543,206.685370196248,3359.17495727398,51.3029520951537
"FI","Finland","FI","FIN","FI","FI1B","Helsinki-Uusimaa",1202.65663554299,3450.95422410505,38420.1714613211,15926.1635180606,264177.595054497,4095.06262404523
"FI","Finland","FI","FIN","FI","FI1C","Etelä-Suomi",5293.19029063612,2461.553273625,24810.2768946707,6439.68564038159,116319.441763022,1908.47611961014
"FI","Finland","FI","FIN","FI","FI1D","Pohjois- ja Itä-Suomi",11759.2564025913,2221.14184072455,23073.8512719935,6791.27545463612,122553.604200912,2009.57371376226
"FR","France","FR","FRA","FR","FRB0","Centre — Val de Loire",17154.1331031501,5391.62979245098,52490.1926548855,5299.30451673576,361007.431955702,5521.17679690277
"FR","France","FR","FRA","FR","FRD2","Haute-Normandie",7240.96177772501,4153.37105953133,39660.9354627443,3811.12885535363,259250.777564216,3961.38032945842
"FR","France","FR","FRA","FR","FRC1","Bourgogne",15736.4998049499,2889.35272446698,29600.9723500961,3408.78636871336,230105.186497468,3499.27340258914
"FR","France","FR","FRA","FR","FRC2","Franche-Comté",5148.10194085459,2599.7351938645,24395.6162713613,2191.38571457279,151151.178595964,2329.25748344711
